"Visitor.Unique.ID","Group.Type","Surveyor","Read.Available.Signage","Site.Name","Site.Type","Mode.of.Transport","Dwell.Time","Gender.Ratio.MtoF","Group.Size","totalActivities","totalimpacts","ObservableImpacts","prop.Act.HM","Prop.Imp.HM","Prop.Imp.HM.Binary.1","Prop.Imp.HM.Binary.2","highsImps","totalLowImp","Year.x","GlobalID","Length.Met","Year.y"
"114","Couple","Sadhbh Skehan","Yes","Mizen Head","Highly Managed","Motorbike", 54,1.00000000,  2,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{F534BB36-17E5-4B4A-8531-BB9786A3C9BE}", 122.34,"2018"
"120","ElderlyCouple","Sadhbh Skehan","Yes","Dursey Sound","Cliff Site","Car",NA,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{485D35E7-606A-4444-A59B-4661A87E972A}", 341.52,"2018"
"126","ElderlyCouple","Sadhbh Skehan","Yes","Dursey Sound","Cliff Site","Car",191,0.50000000,  2,5,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{3A4DE877-9073-41EE-95DA-FC430EAE54AD}", 214.61,"2018"
"24","Couple","Sadhbh Skehan","No","Blasket View","Cliff Site","Car",NA,0.50000000,  2,4,1,1,0.0000000,1.0000000,1,0,1,0,"2018","{49CCA023-2ECD-4AA8-9C27-702171410314}", 116.66,"2018"
"Bhioc1","Under18","Ishla O'Connor","NA","Blacksod Harbour","Built Infrastructure","ByFoot", 18,1.00000000,  1,3,2,1,0.0000000,0.5000000,1,1,1,1,"2019","64ed5c4f-c98e-400c-b05b-e4875a5aa2da", 331.25,"2019"
"Bhioc10","Couple","Ishla O'Connor","Yes","Blacksod Harbour","Built Infrastructure","other", 35,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","50d913b4-3cea-473a-be9f-c1a51400d813", 348.24,"2019"
"Bhioc11","ElderlyCouple","Ishla O'Connor","No","Blacksod Harbour","Built Infrastructure","Car", 15,0.00000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","1425e0d9-9064-43e7-8951-249ccedd57d1", 174.97,"2019"
"Bhioc12","SmallAdultGroup","Ishla O'Connor","No","Blacksod Harbour","Built Infrastructure","ByFoot", 20,0.33333333,  3,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","7cca4ed8-0dcb-48ad-b61c-4c6be9e848e1", 470.21,"2019"
"Bhioc13","Couple","Ishla O'Connor","Yes","Blacksod Harbour","Built Infrastructure","Car", 31,0.50000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","1453591c-e7eb-4754-882d-da1dc2a6a35c", 180.19,"2019"
"Bhioc2","IndividualAdult","Ishla O'Connor","Yes","Blacksod Harbour","Built Infrastructure","Car",  7,1.00000000,  1,3,1,1,0.0000000,1.0000000,1,0,1,0,"2019","876c0a1b-49b4-46fa-8bf4-25bebb746b9b", 137.40,"2019"
"Bhioc3","IndividualAdult","Ishla O'Connor","No","Blacksod Harbour","Built Infrastructure","ByFoot",  3,1.00000000,  1,2,1,1,0.0000000,1.0000000,1,0,1,0,"2019","280b1744-1f85-45d1-aa07-2f3b2e9c1161",  69.10,"2019"
"Bhioc4","MixedSmallGroup","Ishla O'Connor","No","Blacksod Harbour","Built Infrastructure","Car", 32,0.60000000,  5,2,1,1,0.0000000,1.0000000,1,0,1,0,"2019","ecf3843a-5cfb-4f3a-9887-303d8d5dcb87", 366.35,"2019"
"Bhioc6","Couple","Ishla O'Connor","Yes","Blacksod Harbour","Built Infrastructure","Car", 74,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","4199f314-b45a-457e-8068-3edfccf4622f", 429.99,"2019"
"Bhioc7","Couple","Ishla O'Connor","No","Blacksod Harbour","Built Infrastructure","Car", 56,0.00000000,  2,2,2,1,0.0000000,0.5000000,1,1,1,1,"2019","e890e5d0-ea80-4668-a659-bbc3ec999b58", 189.99,"2019"
"Bhioc8","IndividualElderly","Ishla O'Connor","Yes","Blacksod Harbour","Built Infrastructure","Car", 10,0.00000000,  1,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","c840e59c-0299-49a4-a302-8a3c0a2234f5",  90.13,"2019"
"Bhioc9","Couple","Ishla O'Connor","No","Blacksod Harbour","Built Infrastructure","Car", 20,0.00000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","b44a4f0f-1436-4586-976b-cf700245ed57",  26.99,"2019"
"Bhkm1","Family","Karen Matthews","No","Blacksod Harbour","Built Infrastructure","ByFoot", 13,0.00000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","68057843-5014-4fef-b527-b3aeafb41905", 220.73,"2019"
"Bhkm10","SmallAdultGroup","Karen Matthews","No","Blacksod Harbour","Built Infrastructure","Car", 19,0.50000000,  4,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","fbf15b1f-d471-452a-b0fe-d2a52132d574", 248.06,"2019"
"Bhkm11","SmallAdultGroup","Karen Matthews","Yes","Blacksod Harbour","Built Infrastructure","Car", 33,0.60000000,  5,5,3,1,0.4000000,0.6666667,2,1,2,1,"2019","9f0026a4-3135-4c5e-b89e-9db967f0f66a", 927.67,"2019"
"Bhkm12","IndividualElderly","Karen Matthews","No","Blacksod Harbour","Built Infrastructure","Caravan", 27,1.00000000,  1,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","243816ac-aced-42e4-a86a-a130106bae60",  61.14,"2019"
"Bhkm13","ElderlyGroup","Karen Matthews","Yes","Blacksod Harbour","Built Infrastructure","Car", 27,0.50000000,  4,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","9e4c349d-c787-455c-9505-f85984537896", 465.67,"2019"
"Bhkm14","IndividualAdult","Karen Matthews","Yes","Blacksod Harbour","Built Infrastructure","Car", 18,0.00000000,  1,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","6364b5e6-ebb8-49e7-9b51-b34ba9520f98", 607.75,"2019"
"Bhkm15","IndividualAdult","Karen Matthews","Yes","Blacksod Harbour","Built Infrastructure","Car", 26,1.00000000,  1,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","032eaca9-68f6-42b8-afec-485bbbb62e27", 433.60,"2019"
"Bhkm16","Couple","Karen Matthews","Yes","Blacksod Harbour","Built Infrastructure","Car", 15,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","ff9deef8-7c8e-418a-bec2-948154c7a926", 209.18,"2019"
"Bhkm17","MixedLargeGroup","Karen Matthews","Yes","Blacksod Harbour","Built Infrastructure","Car", 41,0.72727273, 11,4,0,0,0.0000000,0.0000000,0,0,0,0,"2019","abc43d75-f400-444c-9c44-4fec087f97a0", 647.76,"2019"
"Bhkm18","SmallAdultGroup","Karen Matthews","Yes","Blacksod Harbour","Built Infrastructure","Car", 28,0.33333333,  3,5,2,1,0.2000000,0.5000000,1,1,1,1,"2019","eeaa625c-7974-4238-bcb8-ef63f9b68539", 430.59,"2019"
"Bhkm19","Couple","Karen Matthews","No","Blacksod Harbour","Built Infrastructure","Car",  9,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","9d3f6dcb-cb10-49b4-b898-ba774f891000",  69.02,"2019"
"Bhkm2","SmallAdultGroup","Karen Matthews","Yes","Blacksod Harbour","Built Infrastructure","Car",  9,1.00000000,  3,5,2,1,0.2000000,0.5000000,1,1,1,1,"2019","580adf60-151c-490e-951a-668493ea53f9", 181.17,"2019"
"Bhkm20","Couple","Karen Matthews","Yes","Blacksod Harbour","Built Infrastructure","Car", 11,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","b835c277-8086-47b6-a282-5e3c403364e6",  19.27,"2019"
"Bhkm21","ElderlyCouple","Karen Matthews","Yes","Blacksod Harbour","Built Infrastructure","Car", 25,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","ff5bc14a-d951-409f-a87a-124bc84b7a32", 263.62,"2019"
"Bhkm3","Couple","Karen Matthews","No","Blacksod Harbour","Built Infrastructure","Car",  9,0.50000000,  2,5,2,1,0.2000000,0.5000000,1,1,1,1,"2019","306072f4-1f92-43ec-b2a8-6e8781e5a20f", 127.41,"2019"
"Bhkm4","FamilyWithElderly","Karen Matthews","No","Blacksod Harbour","Built Infrastructure","ByFoot", 14,0.33333333,  3,2,1,1,0.0000000,1.0000000,1,0,1,0,"2019","64114cf2-6fd5-4e7a-8f6e-e82508d7f294", 449.56,"2019"
"Bhkm5","Couple","Karen Matthews","No","Blacksod Harbour","Built Infrastructure","Car", 14,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","77e405da-24b5-4c53-82de-cc079d73b4f2", 328.12,"2019"
"Bhkm6","Family","Karen Matthews","Yes","Blacksod Harbour","Built Infrastructure","Car", 13,0.33333333,  3,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","a5c960fa-2616-440c-808a-e5f0c0cfc44f", 216.32,"2019"
"Bhkm7","Under18","Karen Matthews","No","Blacksod Harbour","Built Infrastructure","ByFoot", 13,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","2af66cfb-e579-48bc-bbed-94d0ddb9feef", 248.40,"2019"
"Bhkm8","Couple","Karen Matthews","Yes","Blacksod Harbour","Built Infrastructure","Car",  8,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","0798e0b0-989a-4f2f-ad50-1315ca3eada4", 136.15,"2019"
"Bhkm9","Couple","Karen Matthews","No","Blacksod Harbour","Built Infrastructure","Car", 36,1.00000000,  2,5,1,1,0.2000000,1.0000000,1,0,1,0,"2019","e2781166-8996-40fe-8d6d-ca46374d6c9c", 160.59,"2019"
"Bhn88","Family","Nathan Boles","No","Bray Head","Cliff Site","Car", 20,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{7BB0CF4D-673D-42D8-9A1A-85A82F48E8A1}",  53.37,"2018"
"Bhnb1","Couple","Nathan Boles","No","Bray Head","Cliff Site","Car",  4,0.50000000,  2,0,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{8E5ACF91-707D-4D50-8DDF-F55CC3451D5F}",  25.24,"2018"
"Bhnb10","Couple","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{95CE7930-7698-4CF5-9512-0D54D18FA71A}",  68.21,"2018"
"Bhnb13","Couple","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{36F49163-E7D6-47FE-8C69-92A1F0DEA1E2}",  30.46,"2018"
"Bhnb14","Couple","Nathan Boles","Yes","Bray Head","Cliff Site","Car",NA,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{DF16A4F6-9FA8-490B-A697-3360C6E88160}",  55.62,"2018"
"Bhnb15","SmallAdultGroup","Nathan Boles","No","Bray Head","Cliff Site","Car",NA,0.50000000,  4,0,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{03ECE471-A841-453C-9872-A26BD9D118C7}",  93.66,"2018"
"Bhnb16","ElderlyGroup","Nathan Boles","NA","Bray Head","Cliff Site","Car", 91,0.50000000,  4,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{D3F2E0B8-33AE-44D6-92D9-B97D28C5EE2C}",  76.74,"2018"
"Bhnb17","MixedLargeGroup","Nathan Boles","Yes","Bray Head","Cliff Site","Car", 26,0.33333333,  6,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{0C027096-A5B5-4670-B9DF-A8E02A0CBE55}",  64.51,"2018"
"Bhnb18","Family","Nathan Boles","Yes","Bray Head","Cliff Site","Car",  6,0.66666667,  3,4,1,1,0.2500000,1.0000000,1,0,1,0,"2018","{2AC482E9-F51B-4A67-AB19-CFC28E720236}",  28.46,"2018"
"Bhnb19","ElderlyGroup","Nathan Boles","NA","Bray Head","Cliff Site","Minibus", 12,0.50000000,  8,0,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{3C5FA216-A04C-4E6E-8F7C-7654601D8296}",  43.83,"2018"
"Bhnb2","MixedLargeGroup","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,0.83333333,  6,0,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{80911C40-D510-4F67-A209-97F2132AC14C}",  68.29,"2018"
"Bhnb20","Couple","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{08E68E6C-B11F-44CF-84ED-31BE48DC559B}",  32.09,"2018"
"Bhnb21","Family","Nathan Boles","Yes","Bray Head","Cliff Site","Car",NA,0.25000000,  4,0,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{6FD297FF-54B5-4095-A2F7-2A974037A529}", 185.20,"2018"
"Bhnb22","Couple","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,0.50000000,  2,0,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{5A2CC14E-3F29-4D60-85CA-FCA398494036}",   7.74,"2018"
"Bhnb23","Couple","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,0.50000000,  2,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{FC3CD699-7B9B-40A0-8193-206A4F325056}",  70.41,"2018"
"Bhnb25","Couple","Nathan Boles","No","Bray Head","Cliff Site","Car",  5,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{3516F437-86FB-4BE2-9543-1526C5EDD446}",  53.84,"2018"
"Bhnb26","Couple","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{5D904A71-960D-430D-BF97-2AF8DE1BE0A7}",  72.77,"2018"
"Bhnb27","SmallAdultGroup","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,0.66666667,  3,0,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{C54376AB-F8DE-4E5A-9345-713312D74A50}",  75.07,"2018"
"Bhnb28","Couple","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{2E507A90-6C81-41AA-89A4-822E319936A9}",  82.41,"2018"
"Bhnb29","Couple","Nathan Boles","NA","Bray Head","Cliff Site","Car",  6,0.50000000,  2,0,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{E9821A7A-DCE7-44F3-A85D-102E2B2BDB15}",  35.32,"2018"
"Bhnb3","IndividualAdult","Nathan Boles","No","Bray Head","Cliff Site","Car", 19,0.00000000,  1,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{3E098ABD-E947-4FDA-8448-80CF048B133B}",   3.35,"2018"
"Bhnb30","ElderlyCouple","Nathan Boles","No","Bray Head","Cliff Site","Car",  8,0.50000000,  2,0,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{3CE421FA-0DC2-40A1-B2C9-C1C012C6AB19}",  15.73,"2018"
"Bhnb31","Couple","Nathan Boles","Yes","Bray Head","Cliff Site","Motorbike", 14,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{D7A28DDE-5A8B-4694-988B-C293326610E6}",  91.59,"2018"
"Bhnb32","ElderlyCouple","Nathan Boles","No","Bray Head","Cliff Site","Car",  5,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{98663009-2EB1-4157-AF9B-1E1C75352D03}",   3.77,"2018"
"Bhnb33","Couple","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{D85B3B6A-7C85-4D27-B84E-6DE6937C6BAE}",  18.31,"2018"
"Bhnb34","Couple","Nathan Boles","NA","Bray Head","Cliff Site","Car", 12,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{83A2DF7A-EF5C-44C1-8B85-75FDFEF1A09F}",  49.50,"2018"
"Bhnb35","ElderlyCouple","Nathan Boles","No","Bray Head","Cliff Site","Car",NA,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{BA7F9A86-07CE-4F6C-93B2-4C33B7C3BA62}",  64.61,"2018"
"Bhnb36","Couple","Nathan Boles","Yes","Bray Head","Cliff Site","Car",NA,0.50000000,  2,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{141C303A-9788-46E4-A145-98A5FCA92CD7}",  20.21,"2018"
"Bhnb37","Couple","Nathan Boles","NA","Bray Head","Cliff Site","Car",  4,0.00000000,  2,0,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{458CEFDE-53B9-4DC6-9345-0370E89D67F4}",   3.55,"2018"
"Bhnb38","MixedOver18SmallGroup","Nathan Boles","No","Bray Head","Cliff Site","Car", 10,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{B8D6B5B6-A5BE-442B-AA85-816D03306B92}",   1.74,"2018"
"Bhnb39","IndividualAdult","Nathan Boles","NA","Bray Head","Cliff Site","Car",  5,0.00000000,  1,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{12819CC8-8D40-4D57-AAA9-381EDC33A0D8}", 102.92,"2018"
"Bhnb4","IndividualAdult","Nathan Boles","NA","Bray Head","Cliff Site","Car",  5,1.00000000,  1,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{5D922780-0B83-4266-8D4D-42AE5C304C27}",  23.60,"2018"
"Bhnb40","Couple","Nathan Boles","NA","Bray Head","Cliff Site","Car",  2,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{ADB5178E-D288-43D9-9DE2-1710ABD3E7A5}",   3.85,"2018"
"Bhnb41","IndividualAdult","Nathan Boles","No","Bray Head","Cliff Site","Unknown",  7,1.00000000,  1,0,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{4858C5B5-8318-4CBC-886B-6F61FDF655E2}",  15.78,"2018"
"Bhnb42","SmallAdultGroup","Nathan Boles","Yes","Bray Head","Cliff Site","Car",NA,0.66666667,  2,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{2E6F5BFD-ECE2-45C9-9315-471FCF1C44DD}",  54.35,"2018"
"Bhnb42","SmallAdultGroup","Nathan Boles","Yes","Bray Head","Cliff Site","Car",NA,0.66666667,  2,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{EAD29AE9-1B33-4568-A09E-280C765D90D6}",   4.70,"2018"
"Bhnb44","Couple","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{02EC4B02-A910-4C16-8E02-E81AAF324936}", 135.86,"2018"
"Bhnb45","Couple","Nathan Boles","Yes","Bray Head","Cliff Site","Car",NA,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{B6C56527-8BBC-4729-BCE9-3C4A724D44FE}", 149.76,"2018"
"Bhnb46","ElderlyGroup","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,0.50000000,  4,0,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{DD129DEA-A0E5-413E-9716-7A294C4A96F8}",  20.45,"2018"
"Bhnb48","Couple","Nathan Boles","No","Bray Head","Cliff Site","Car",NA,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{2B76459C-E8BB-4C19-9638-2B8A0C7F3F01}",  53.92,"2018"
"Bhnb49","MixedSmallGroup","Nathan Boles","No","Bray Head","Cliff Site","Car", 11,0.50000000,  4,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{55D5E095-F6A6-4D7B-A80B-4A2C39C6E5D1}",   9.47,"2018"
"Bhnb5","Couple","Nathan Boles","Yes","Bray Head","Cliff Site","Car",  5,0.50000000,  2,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{EC31E714-16EF-4333-90AE-2B8E56E9EB6A}",  34.03,"2018"
"Bhnb50","Family","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,0.25000000,  4,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{54A87529-C1EA-48D0-9850-FE3561FFCBF1}",  25.78,"2018"
"Bhnb51","IndividualAdult","Nathan Boles","Yes","Bray Head","Cliff Site","Car", 10,1.00000000,  1,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{F10F1C5C-45C5-43EF-912E-8A5FA46CD2B2}",  33.04,"2018"
"Bhnb52","Couple","Nathan Boles","NA","Bray Head","Cliff Site","Car", 14,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{18EF5892-8C1B-4968-83CA-868A81329935}",  33.62,"2018"
"Bhnb53","ElderlyCouple","Nathan Boles","Yes","Bray Head","Cliff Site","Car",NA,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{1E3E95F6-F01E-48BC-9B13-D6657C534CED}",  23.51,"2018"
"Bhnb54","Couple","Nathan Boles","No","Bray Head","Cliff Site","Car",NA,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{EB468313-7E6D-4110-9353-C3E371D33F11}",  63.25,"2018"
"Bhnb55","Couple","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,0.00000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{DA80759C-5FF2-4313-BBA5-5F02C0D6FE09}", 114.65,"2018"
"Bhnb56","Couple","Nathan Boles","No","Bray Head","Cliff Site","Car",  4,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{9BF0728C-09F9-448F-9AF6-66F4665114FF}",  15.62,"2018"
"Bhnb58","SmallAdultGroup","Nathan Boles","Yes","Bray Head","Cliff Site","Car", 13,1.00000000,  3,2,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{224651B3-C277-4A2B-8F00-D113577C8712}",  32.32,"2018"
"Bhnb59","MixedSmallGroup","Nathan Boles","Yes","Bray Head","Cliff Site","Car", 12,0.20000000,  5,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{81C12346-9A9F-45F4-A37E-E65256929349}",  49.41,"2018"
"Bhnb6","Couple","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,0.00000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{9FF9187D-899A-46B4-8587-983BB82C5093}",   3.49,"2018"
"Bhnb60","IndividualAdult","Nathan Boles","NA","Bray Head","Cliff Site","Car", 10,0.00000000,  1,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{9B1E96BB-011B-4023-BCD6-4CF2E603461B}",   5.26,"2018"
"Bhnb61","Couple","Nathan Boles","NA","Bray Head","Cliff Site","Caravan",NA,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{38A850F5-4E78-46F8-8B0D-105FF01D412F}",  14.00,"2018"
"Bhnb62","IndividualElderly","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,1.00000000,  1,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{CF500AFC-D27A-4D49-B428-3DAD2F7B17FD}", 111.65,"2018"
"Bhnb63","ElderlyCouple","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{3F04293A-E3F6-4548-ADCC-1B53AF57AF4F}",  14.55,"2018"
"Bhnb64","Couple","Nathan Boles","No","Bray Head","Cliff Site","Caravan",NA,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{10E9DB9E-99A9-4C88-9BD2-0EC0EC2749B8}",  41.68,"2018"
"Bhnb65","IndividualAdult","Nathan Boles","NA","Bray Head","Cliff Site","Car", 11,1.00000000,  1,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{397F3C74-0FF7-4AEA-86D2-8FBA6B9CC72F}",  11.91,"2018"
"Bhnb66","IndividualAdult","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,1.00000000,  1,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{902B4027-2CF3-43E4-9517-0C16BBC5C032}",  13.82,"2018"
"Bhnb67","ElderlyCouple","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,0.50000000,  2,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{A2ACC326-79BA-493C-B810-56319E876841}", 190.52,"2018"
"Bhnb68","MixedLargeGroup","Nathan Boles","No","Bray Head","Cliff Site","Bus",NA,0.47368421, 19,0,1,1,0.0000000,1.0000000,1,0,1,0,"2018","{BCC3A4C2-0ADD-4CE4-8E56-049872CFE9BD}", 168.96,"2018"
"Bhnb69","Couple","Nathan Boles","Yes","Bray Head","Cliff Site","Car", 11,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{9F22B337-670D-4AC2-8D69-2A11B98051BE}",  36.91,"2018"
"Bhnb7","Couple","Nathan Boles","No","Bray Head","Cliff Site","Car",NA,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{34EC3F48-9DA0-4C85-B67E-C0ABBA0839E6}",   6.30,"2018"
"Bhnb70","MixedOver18SmallGroup","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,0.66666667,  3,0,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{FA51560F-4886-4D88-972A-A2FCBA815DB2}",  16.39,"2018"
"Bhnb71","Couple","Nathan Boles","NA","Bray Head","Cliff Site","Car",  5,0.50000000,  2,0,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{2A31FC4C-3893-4081-B44C-6FA563096914}",  20.90,"2018"
"Bhnb72","Couple","Nathan Boles","No","Bray Head","Cliff Site","Car",  8,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{6366BD8D-DC49-4CCE-B5A9-3467BED67EC8}",  13.79,"2018"
"Bhnb73","Couple","Nathan Boles","NA","Bray Head","Cliff Site","Car", 10,1.00000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{F4A2D4B6-F6F2-4C22-B174-9FE94F2CE189}",  16.23,"2018"
"Bhnb74","ElderlyCouple","Nathan Boles","NA","Bray Head","Cliff Site","Caravan", 54,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{941C4E95-8BDA-4DE1-9B10-1C6C88C85637}",  50.56,"2018"
"Bhnb75","Couple","Nathan Boles","No","Bray Head","Cliff Site","Car",NA,0.00000000,  2,0,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{8CA31F83-D0F1-461F-A6BE-22EBDF5119A7}",  25.01,"2018"
"Bhnb76","Couple","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{A63190F5-77F3-4CBA-A144-43D6F70574AC}",  26.22,"2018"
"Bhnb77","Couple","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{C434F240-F1B0-48C2-8366-A50B0550AA83}",  79.27,"2018"
"Bhnb78","Couple","Nathan Boles","NA","Bray Head","Cliff Site","Car",NA,0.50000000,  2,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{7F6140CE-6432-4D3B-AE87-856ADA544034}",  41.12,"2018"
"Bhnb79","ElderlyGroup","Nathan Boles","NA","Bray Head","Cliff Site","Car", 15,0.33333333,  3,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{FF124FF5-96E7-42E4-A725-21270C3AF622}",  28.28,"2018"
