"Visitor.Unique.ID","Group.Type","Surveyor","Read.Available.Signage","Site.Name","Site.Type","Mode.of.Transport","Dwell.Time","Gender.Ratio.MtoF","Group.Size","totalActivities","totalimpacts","ObservableImpacts","prop.Act.HM","Prop.Imp.HM","Prop.Imp.HM.Binary.1","Prop.Imp.HM.Binary.2","highsImps","totalLowImp","Year.x","GlobalID","Length.Met","Year.y"
"CmSs69","LargeAdultGroup","Sadhbh Skehan","No","Cliffs of Moher","Cliff Site","ByFoot",  8,0.37500000,  8,5,3,1,0.4000000,0.6666667,2,1,2,1,"2018","{90B5AC7E-44A3-4984-BFC8-E856D1C206B0}", 388.70,"2018"
"CmSs69","LargeAdultGroup","Sadhbh Skehan","No","Cliffs of Moher","Cliff Site","ByFoot",  8,0.37500000,  8,5,3,1,0.4000000,0.6666667,2,1,2,1,"2018","{90B5AC7E-44A3-4984-BFC8-E856D1C206B0}", 388.70,"2018"
"Cmss7","SmallAdultGroup","Sadhbh Skehan","NA","Cliffs of Moher","Cliff Site","ByFoot",NA,0.00000000,  5,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{13C33242-21C5-4F10-ADCB-E91804A7FB33}", 395.24,"2018"
"Cmss7","SmallAdultGroup","Sadhbh Skehan","NA","Cliffs of Moher","Cliff Site","ByFoot",NA,0.00000000,  5,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{13C33242-21C5-4F10-ADCB-E91804A7FB33}", 395.24,"2018"
"Cmss70","Couple","Sadhbh Skehan","No","Cliffs of Moher","Cliff Site","ByFoot",NA,0.50000000,  2,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{1F0C71EE-FE16-4BE5-A746-D3FF39D26C6D}", 399.34,"2018"
"Cmss70","Couple","Sadhbh Skehan","No","Cliffs of Moher","Cliff Site","ByFoot",NA,0.50000000,  2,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{1F0C71EE-FE16-4BE5-A746-D3FF39D26C6D}", 399.34,"2018"
"Cmss71","Family","Sadhbh Skehan","Yes","Cliffs of Moher","Cliff Site","ByFoot",NA,0.33333333,  3,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{41C9EC36-E1CC-49D4-92D1-21D4ACD764AB}", 328.13,"2018"
"Cmss71","Family","Sadhbh Skehan","Yes","Cliffs of Moher","Cliff Site","ByFoot",NA,0.33333333,  3,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{41C9EC36-E1CC-49D4-92D1-21D4ACD764AB}", 328.13,"2018"
"Cmss72","ElderlyCouple","Sadhbh Skehan","No","Cliffs of Moher","Cliff Site","ByFoot",NA,0.50000000,  2,4,1,1,0.0000000,0.0000000,0,1,0,1,"2018","{E6885323-68D6-4ACB-A283-5E0AA87E7316}", 275.10,"2018"
"Cmss72","ElderlyCouple","Sadhbh Skehan","No","Cliffs of Moher","Cliff Site","ByFoot",NA,0.50000000,  2,4,1,1,0.0000000,0.0000000,0,1,0,1,"2018","{E6885323-68D6-4ACB-A283-5E0AA87E7316}", 275.10,"2018"
"Cmss73","SmallAdultGroup","Sadhbh Skehan","No","Cliffs of Moher","Cliff Site","ByFoot",NA,0.50000000,  4,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{49F07245-6831-4E4E-A9B2-58A65045A2FB}", 389.00,"2018"
"Cmss73","SmallAdultGroup","Sadhbh Skehan","No","Cliffs of Moher","Cliff Site","ByFoot",NA,0.50000000,  4,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{49F07245-6831-4E4E-A9B2-58A65045A2FB}", 389.00,"2018"
"Cmss74","Couple","Sadhbh Skehan","Yes","Cliffs of Moher","Cliff Site","ByFoot",NA,0.50000000,  2,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{E22AC0D8-41BE-416F-8881-8A4ED0C5B9E5}", 292.39,"2018"
"Cmss74","Couple","Sadhbh Skehan","Yes","Cliffs of Moher","Cliff Site","ByFoot",NA,0.50000000,  2,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{E22AC0D8-41BE-416F-8881-8A4ED0C5B9E5}", 292.39,"2018"
"Cmss75","SmallAdultGroup","Sadhbh Skehan","No","Cliffs of Moher","Cliff Site","ByFoot",NA,0.00000000,  3,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{D7B6BDE1-20A7-4167-A6F6-96EFE22F9C50}", 355.48,"2018"
"Cmss75","SmallAdultGroup","Sadhbh Skehan","No","Cliffs of Moher","Cliff Site","ByFoot",NA,0.00000000,  3,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{D7B6BDE1-20A7-4167-A6F6-96EFE22F9C50}", 355.48,"2018"
"Cmss76","SmallAdultGroup","Sadhbh Skehan","No","Cliffs of Moher","Cliff Site","ByFoot",NA,0.33333333,  3,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{4C72F999-FC06-4F7B-A40A-F6EB9E10FB7F}", 373.67,"2018"
"Cmss76","SmallAdultGroup","Sadhbh Skehan","No","Cliffs of Moher","Cliff Site","ByFoot",NA,0.33333333,  3,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{4C72F999-FC06-4F7B-A40A-F6EB9E10FB7F}", 373.67,"2018"
"Cmss77","Couple","Sadhbh Skehan","No","Cliffs of Moher","Cliff Site","ByFoot",NA,0.50000000,  2,4,1,1,0.0000000,0.0000000,0,1,0,1,"2018","{F30D2EA2-AA07-41D3-999D-091E3F420A41}", 365.12,"2018"
"Cmss77","Couple","Sadhbh Skehan","No","Cliffs of Moher","Cliff Site","ByFoot",NA,0.50000000,  2,4,1,1,0.0000000,0.0000000,0,1,0,1,"2018","{F30D2EA2-AA07-41D3-999D-091E3F420A41}", 365.12,"2018"
"Cmss78","Family","Sadhbh Skehan","NA","Cliffs of Moher","Cliff Site","ByFoot",NA,0.75000000,  4,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{AA1DE7FE-1166-4EE2-B999-536DCD624C57}", 276.26,"2018"
"Cmss78","Family","Sadhbh Skehan","NA","Cliffs of Moher","Cliff Site","ByFoot",NA,0.75000000,  4,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{AA1DE7FE-1166-4EE2-B999-536DCD624C57}", 276.26,"2018"
"Cmss79","SmallAdultGroup","Sadhbh Skehan","Yes","Cliffs of Moher","Cliff Site","ByFoot",NA,1.00000000,  3,4,2,1,0.0000000,0.5000000,1,1,1,1,"2018","{18AD4D82-B9B3-4B91-A94C-EE1CBB3831BE}", 419.84,"2018"
"Cmss79","SmallAdultGroup","Sadhbh Skehan","Yes","Cliffs of Moher","Cliff Site","ByFoot",NA,1.00000000,  3,4,2,1,0.0000000,0.5000000,1,1,1,1,"2018","{18AD4D82-B9B3-4B91-A94C-EE1CBB3831BE}", 419.84,"2018"
"Cmss8","Couple","Sadhbh Skehan","Yes","Cliffs of Moher","Cliff Site","ByFoot",NA,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{F486D631-7351-42C6-A0D1-E23BB89EB559}", 375.10,"2018"
"Cmss8","Couple","Sadhbh Skehan","Yes","Cliffs of Moher","Cliff Site","ByFoot",NA,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{F486D631-7351-42C6-A0D1-E23BB89EB559}", 375.10,"2018"
"Cmss80","Couple","Sadhbh Skehan","Yes","Cliffs of Moher","Cliff Site","ByFoot", 39,1.00000000,  2,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{44E1C9C0-E96A-426E-81B7-416437AAE1EB}", 394.15,"2018"
"Cmss80","Couple","Sadhbh Skehan","Yes","Cliffs of Moher","Cliff Site","ByFoot", 39,1.00000000,  2,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{44E1C9C0-E96A-426E-81B7-416437AAE1EB}", 394.15,"2018"
"Cmss81","SmallAdultGroup","Sadhbh Skehan","NA","Cliffs of Moher","Cliff Site","ByFoot", 39,0.33333333,  3,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{BB84D7B4-63D0-455B-8640-D445F8C5D708}", 375.43,"2018"
"Cmss81","SmallAdultGroup","Sadhbh Skehan","NA","Cliffs of Moher","Cliff Site","ByFoot", 39,0.33333333,  3,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{BB84D7B4-63D0-455B-8640-D445F8C5D708}", 375.43,"2018"
"Cmss82","Couple","Sadhbh Skehan","NA","Cliffs of Moher","Cliff Site","ByFoot", 15,0.00000000,  2,6,2,1,0.1666667,0.5000000,1,1,1,1,"2018","{635F484D-56E4-4E41-A08F-8424959C51B6}", 374.45,"2018"
"Cmss82","Couple","Sadhbh Skehan","NA","Cliffs of Moher","Cliff Site","ByFoot", 15,0.00000000,  2,6,2,1,0.1666667,0.5000000,1,1,1,1,"2018","{635F484D-56E4-4E41-A08F-8424959C51B6}", 374.45,"2018"
"Cmss83","Couple","Sadhbh Skehan","NA","Cliffs of Moher","Cliff Site","ByFoot", 15,0.00000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{E72F4A64-CA59-4974-8A1B-FFCC458901B4}", 374.56,"2018"
"Cmss83","Couple","Sadhbh Skehan","NA","Cliffs of Moher","Cliff Site","ByFoot", 15,0.00000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{E72F4A64-CA59-4974-8A1B-FFCC458901B4}", 374.56,"2018"
"Cmss84","ElderlyCouple","Sadhbh Skehan","NA","Cliffs of Moher","Cliff Site","ByFoot",  5,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{0849A377-540F-47D6-839A-98E0F237708F}", 274.85,"2018"
"Cmss84","ElderlyCouple","Sadhbh Skehan","NA","Cliffs of Moher","Cliff Site","ByFoot",  5,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{0849A377-540F-47D6-839A-98E0F237708F}", 274.85,"2018"
"Cmss85","Couple","Sadhbh Skehan","NA","Cliffs of Moher","Cliff Site","ByFoot", 26,1.00000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{1133D01A-6810-4526-B221-B6AB4F3241EC}", 392.14,"2018"
"Cmss85","Couple","Sadhbh Skehan","NA","Cliffs of Moher","Cliff Site","ByFoot", 26,1.00000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{1133D01A-6810-4526-B221-B6AB4F3241EC}", 392.14,"2018"
"Cmss86","SmallAdultGroup","Sadhbh Skehan","NA","Cliffs of Moher","Cliff Site","ByFoot",NA,0.00000000,  3,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{BF211E8B-48B3-4546-BB3E-930FDA743033}", 302.70,"2018"
"Cmss86","SmallAdultGroup","Sadhbh Skehan","NA","Cliffs of Moher","Cliff Site","ByFoot",NA,0.00000000,  3,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{BF211E8B-48B3-4546-BB3E-930FDA743033}", 302.70,"2018"
"Cmss87","IndividualAdult","Sadhbh Skehan","NA","Cliffs of Moher","Cliff Site","ByFoot", 65,1.00000000,  1,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{73F5586B-59F6-4DC7-8D61-3562048266E0}", 310.81,"2018"
"Cmss87","IndividualAdult","Sadhbh Skehan","NA","Cliffs of Moher","Cliff Site","ByFoot", 65,1.00000000,  1,4,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{73F5586B-59F6-4DC7-8D61-3562048266E0}", 310.81,"2018"
"Cmss88","MixedOver18SmallGroup","Sadhbh Skehan","Yes","Cliffs of Moher","Cliff Site","ByFoot", 26,0.50000000,  2,4,2,1,0.0000000,0.5000000,1,1,1,1,"2018","{93632E5E-3D6A-4A7B-8FE5-49344885B719}", 461.25,"2018"
"Cmss88","MixedOver18SmallGroup","Sadhbh Skehan","Yes","Cliffs of Moher","Cliff Site","ByFoot", 26,0.50000000,  2,4,2,1,0.0000000,0.5000000,1,1,1,1,"2018","{93632E5E-3D6A-4A7B-8FE5-49344885B719}", 461.25,"2018"
"Cmss9","ElderlyCouple","Sadhbh Skehan","Yes","Cliffs of Moher","Cliff Site","ByFoot",NA,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{0A531037-D8FD-40D3-9090-3B89150C90A7}", 394.67,"2018"
"Cmss9","ElderlyCouple","Sadhbh Skehan","Yes","Cliffs of Moher","Cliff Site","ByFoot",NA,0.50000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{0A531037-D8FD-40D3-9090-3B89150C90A7}", 394.67,"2018"
"Cmss91","IndividualAdult","Sadhbh Skehan","Yes","Cliffs of Moher","Cliff Site","ByFoot", 85,1.00000000,  1,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{E17687AE-71E1-46D3-B24D-5B0CCC230DBD}", 278.44,"2018"
"Cmss91","IndividualAdult","Sadhbh Skehan","Yes","Cliffs of Moher","Cliff Site","ByFoot", 85,1.00000000,  1,3,0,0,0.0000000,0.0000000,0,0,0,0,"2018","{E17687AE-71E1-46D3-B24D-5B0CCC230DBD}", 278.44,"2018"
"Cmss92","Family","Sadhbh Skehan","Yes","Cliffs of Moher","Cliff Site","ByFoot", 30,0.66666667,  3,4,2,1,0.2500000,1.0000000,2,0,2,0,"2018","{1A73B7A4-2265-4E4F-92BA-E60EB5D10798}", 355.94,"2018"
"Cmss92","Family","Sadhbh Skehan","Yes","Cliffs of Moher","Cliff Site","ByFoot", 30,0.66666667,  3,4,2,1,0.2500000,1.0000000,2,0,2,0,"2018","{1A73B7A4-2265-4E4F-92BA-E60EB5D10798}", 355.94,"2018"
"Dbioc1","ElderlyCouple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",  7,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","2f59fbe1-e3fb-41ee-932c-309392a4585d", 255.38,"2019"
"Dbioc10","SmallAdultGroup","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car", 26,0.00000000,  3,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","021ae1b3-966e-4186-acc9-07d5da1f160d", 202.86,"2019"
"Dbioc12","IndividualElderly","Ishla O'Connor","NA","Derrigimlagh Bog","Highly Managed","Car",NA,1.00000000,  1,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","5a025055-fd34-4ccd-bd7f-06a539f9e978", 152.57,"2019"
"Dbioc13","Couple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car", 16,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","d85105f8-db04-40a7-ba41-b245614b846b", 172.98,"2019"
"Dbioc14","Family","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.66666667,  3,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","674ec25a-a690-4f07-83e8-dd10130913e0", 152.77,"2019"
"Dbioc15","Couple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",  4,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","dc4abf7a-f03e-4428-ad9b-eaeeb4d6b264", 204.72,"2019"
"Dbioc16","ElderlyGroup","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car", 11,0.66666667,  3,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","72e66e36-a46c-41e8-b244-0b0d0addc5ed", 179.24,"2019"
"Dbioc17","Couple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","0e78a74f-b19e-4c51-a3a2-8877fd5c5b97", 144.93,"2019"
"Dbioc18","Family","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.50000000,  4,4,1,1,0.2500000,1.0000000,1,0,1,0,"2019","3e4a6635-09dd-4b36-9e01-64a96fd24dcf", 212.30,"2019"
"Dbioc19","IndividualElderly","Ishla O'Connor","No","Derrigimlagh Bog","Highly Managed","ByFoot",NA,1.00000000,  1,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","1a667d1d-2e4e-4ee3-83a4-182a9e4c457d", 452.04,"2019"
"Dbioc2","IndividualAdult","Ishla O'Connor","No","Derrigimlagh Bog","Highly Managed","Car", 42,0.00000000,  1,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","75d0dc5f-fc5b-48cd-96ae-2ccc282d9297", 167.29,"2019"
"Dbioc22","SmallAdultGroup","Ishla O'Connor","NA","Derrigimlagh Bog","Highly Managed","ByFoot",NA,0.33333333,  3,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","23a253a3-f022-49d4-9235-bf8e8a50233c", 125.33,"2019"
"Dbioc23","Couple","Ishla O'Connor","NA","Derrigimlagh Bog","Highly Managed","ByFoot",NA,0.50000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","085bec50-f700-4cef-835e-c41c15ea9697", 384.43,"2019"
"Dbioc24","Couple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","ByFoot",NA,0.50000000,  2,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","10da588e-e10c-4f18-a0d3-9be4703a5602", 465.37,"2019"
"Dbioc25","Family","Ishla O'Connor","NA","Derrigimlagh Bog","Highly Managed","ByFoot",NA,0.33333333,  3,2,0,0,0.5000000,0.0000000,0,0,0,0,"2019","fc7dfd1a-7edd-44de-bb0c-2b3e28943282", 661.58,"2019"
"Dbioc26","ElderlyGroup","Ishla O'Connor","No","Derrigimlagh Bog","Highly Managed","ByFoot",NA,0.41666667, 12,1,0,0,0.0000000,0.0000000,0,0,0,0,"2019","cb2f184d-f488-4213-9e25-cc4f1881fd66", 457.46,"2019"
"Dbioc27","Couple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car", 11,1.00000000,  2,3,0,0,0.0000000,0.0000000,0,0,0,0,"2019","1fa4a506-bb1a-46ed-94e3-acdeb0c25c9f", 302.71,"2019"
"Dbioc28","Couple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",  7,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","c0f86a6a-ad1c-40bc-aa34-98dceb5eb9ba", 166.14,"2019"
"Dbioc29","Family","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.50000000,  4,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","b6d3c260-c011-4b0e-8936-5e38a331f879", 152.29,"2019"
"Dbioc3","Couple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",  9,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","7cb85b66-94cd-474b-b866-0390a09eff61", 311.32,"2019"
"Dbioc30","Family","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","bc39e5ab-5077-4512-a2db-75135159c444", 153.06,"2019"
"Dbioc31","Couple","Ishla O'Connor","No","Derrigimlagh Bog","Highly Managed","Car",NA,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","d2a525b8-1ea6-495e-a4d8-2b7569a71a23", 152.32,"2019"
"Dbioc32","ElderlyCouple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","7b087639-8890-49a6-b900-b464469858d4", 150.77,"2019"
"Dbioc33","LargeAdultGroup","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.88888889,  9,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","5c53bc99-d4d7-4943-889b-d804c5ed73c3", 150.04,"2019"
"Dbioc34","Couple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","5f39cf36-7092-4c9e-899e-ef77703e45d9", 151.82,"2019"
"Dbioc35","ElderlyCouple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",  3,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","5cfd13c1-6af2-4b91-9adb-c2878d436c79", 172.76,"2019"
"Dbioc36","Family","Ishla O'Connor","No","Derrigimlagh Bog","Highly Managed","Car",NA,0.66666667,  3,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","e29ffd13-00b0-4026-9e50-61bd9aaf464b", 153.19,"2019"
"Dbioc37","Couple","Ishla O'Connor","No","Derrigimlagh Bog","Highly Managed","Car",NA,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","eb9cd0ad-f819-487b-96c8-44c9f03f3f4b", 153.37,"2019"
"Dbioc38","IndividualAdult","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.00000000,  1,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","2bd548c1-a3c1-4a13-890a-0572b883f1bd", 440.53,"2019"
"Dbioc39","IndividualElderly","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Unknown", 27,1.00000000,  1,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","2efc82d4-c2ca-44a8-bade-be6021f89e29", 167.07,"2019"
"Dbioc4","MixedOver18SmallGroup","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.50000000,  4,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","0c5f1cdd-83c7-4362-a744-d7a27a180e62", 152.97,"2019"
"Dbioc40","Couple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","b3d3f202-928c-4af8-97b5-e1669acb5777", 152.56,"2019"
"Dbioc41","Couple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","5c85b954-947c-4dc5-a6c1-83ca8ee6695c", 153.75,"2019"
"Dbioc42","Couple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","68c37624-7f68-4aca-997f-3320f8444602", 151.11,"2019"
"Dbioc43","IndividualElderly","Ishla O'Connor","No","Derrigimlagh Bog","Highly Managed","Car",NA,0.00000000,  1,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","e8d048d3-3ce2-4410-b43e-f0fa07ed092a", 148.66,"2019"
"Dbioc44","Couple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",  4,1.00000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","5a5cab0e-37a2-4fc8-9725-e98222154340", 170.57,"2019"
"Dbioc45","IndividualAdult","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.00000000,  1,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","7a3a7a8c-1068-4298-9a84-7310dd973f4d", 151.48,"2019"
"Dbioc46","ElderlyCouple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",  8,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","4524dab7-21d3-4595-a8af-adfc86a15bd2", 171.53,"2019"
"Dbioc47","Couple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Bicycle",NA,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","818a2cf0-6766-4bce-b724-62a2a4a13572", 151.07,"2019"
"Dbioc48","Family","Ishla O'Connor","NA","Derrigimlagh Bog","Highly Managed","Car",NA,0.66666667,  3,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","d2aab3ad-1c0e-493b-8c89-21e0ea86548e", 150.47,"2019"
"Dbioc49","LargeAdultGroup","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.50000000,  6,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","13ff2f36-68da-43bc-be28-5a7886a5fb6e", 152.59,"2019"
"Dbioc5","Couple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","1ce8ad34-f721-4f1d-b6a9-906ea8d5b89f", 156.48,"2019"
"Dbioc50","Family","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.50000000,  4,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","a4004fb1-4783-4aeb-9cdb-eb77ee218b9b", 151.67,"2019"
"Dbioc51","Couple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car", 35,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","7b2707fa-53c9-4f21-933e-4a6a7239edfe", 158.29,"2019"
"Dbioc52","ElderlyCouple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car", 13,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","41b8bd94-028f-4351-9477-3457f884b14a", 167.26,"2019"
"Dbioc53","Couple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car", 12,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","a06587b5-fc92-4356-aa4d-6ffe94f80c9e", 151.52,"2019"
"Dbioc54","SmallAdultGroup","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.50000000,  4,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","65c039f0-399f-4245-a208-850d443ae597",  85.39,"2019"
"Dbioc55","Couple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","66b92494-28aa-4ccf-a804-56d5da3e9a24", 171.93,"2019"
"Dbioc56","Couple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","1569701f-abb8-4a99-893a-5c96487533d4", 152.80,"2019"
"Dbioc57","ElderlyCouple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","c486cc09-d569-400e-bfa6-8cfa576e5e44", 151.08,"2019"
"Dbioc58","Couple","Ishla O'Connor","NA","Derrigimlagh Bog","Highly Managed","Car",NA,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","f2d1c09b-b8bd-4b6a-96a8-4be642116c7c", 150.85,"2019"
"Dbioc59","Couple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,1.00000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","5b490785-b47c-4191-8e66-2078fd95f314", 305.26,"2019"
"Dbioc6","Couple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","db13cf79-1cb7-4aca-8546-20c3495711ab", 153.21,"2019"
"Dbioc60","LargeAdultGroup","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.33333333, 12,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","30beb71e-4a44-4eaf-b2e8-4388170436ad", 152.59,"2019"
"Dbioc61","ElderlyCouple","Ishla O'Connor","Yes","Derrigimlagh Bog","Highly Managed","Car",NA,0.50000000,  2,2,0,0,0.0000000,0.0000000,0,0,0,0,"2019","00a5cebf-905b-433c-a6f5-0445b8cddea6", 224.36,"2019"
